Event,ExecTime(ms),VectorSize,WorkGroupSize
Memory Setup Time,0.337088,32768,512
Enqueue Exec Time,0.235519,32768,512
Add Kernel Exec Time,0.244736,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,1.09675,32768,1024
Memory Setup Time,0.330064,32768,1024
Enqueue Exec Time,0.271359,32768,1024
Add Kernel Exec Time,0.250879,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.05123,32768,32
Memory Setup Time,0.659726,32768,32
Enqueue Exec Time,0.479231,32768,32
Add Kernel Exec Time,0.328704,32768,32
Shutdown Kernel Exec Time,0.008193,32768,32
Total Exec Time,1.23493,32768,64
Memory Setup Time,0.482829,32768,64
Enqueue Exec Time,0.284673,32768,64
Add Kernel Exec Time,0.300033,32768,64
Shutdown Kernel Exec Time,0.010241,32768,64
Total Exec Time,1.01938,32768,128
Memory Setup Time,0.323012,32768,128
Enqueue Exec Time,0.247808,32768,128
Add Kernel Exec Time,0.282623,32768,128
Shutdown Kernel Exec Time,0.012289,32768,128
Total Exec Time,1.26251,32768,256
Memory Setup Time,0.339334,32768,256
Enqueue Exec Time,0.253952,32768,256
Add Kernel Exec Time,0.249856,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,1.00907,32768,512
Memory Setup Time,0.332676,32768,512
Enqueue Exec Time,0.235521,32768,512
Add Kernel Exec Time,0.243712,32768,512
Shutdown Kernel Exec Time,0.030719,32768,512
Total Exec Time,1.06011,32768,1024
Memory Setup Time,0.305809,32768,1024
Enqueue Exec Time,0.269313,32768,1024
Add Kernel Exec Time,0.250879,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,3.93095,32768,32
Memory Setup Time,0.646365,32768,32
Enqueue Exec Time,0.420865,32768,32
Add Kernel Exec Time,0.306175,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.2804,32768,64
Memory Setup Time,0.521671,32768,64
Enqueue Exec Time,0.288769,32768,64
Add Kernel Exec Time,0.303104,32768,64
Shutdown Kernel Exec Time,0.009216,32768,64
Total Exec Time,1.07532,32768,128
Memory Setup Time,0.371003,32768,128
Enqueue Exec Time,0.249856,32768,128
Add Kernel Exec Time,0.284671,32768,128
Shutdown Kernel Exec Time,0.013313,32768,128
Total Exec Time,1.26243,32768,256
Memory Setup Time,0.332081,32768,256
Enqueue Exec Time,0.24576,32768,256
Add Kernel Exec Time,0.250879,32768,256
Shutdown Kernel Exec Time,0.017407,32768,256
Total Exec Time,1.02107,32768,512
Memory Setup Time,0.329881,32768,512
Enqueue Exec Time,0.238593,32768,512
Add Kernel Exec Time,0.243711,32768,512
Shutdown Kernel Exec Time,0.029697,32768,512
Total Exec Time,1.10461,32768,1024
Memory Setup Time,0.331059,32768,1024
Enqueue Exec Time,0.279553,32768,1024
Add Kernel Exec Time,0.25088,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,3.78987,32768,32
Memory Setup Time,0.604676,32768,32
Enqueue Exec Time,0.429056,32768,32
Add Kernel Exec Time,0.326656,32768,32
Shutdown Kernel Exec Time,0.009215,32768,32
Total Exec Time,1.14586,32768,64
Memory Setup Time,0.410057,32768,64
Enqueue Exec Time,0.280577,32768,64
Add Kernel Exec Time,0.299009,32768,64
Shutdown Kernel Exec Time,0.01024,32768,64
Total Exec Time,1.00568,32768,128
Memory Setup Time,0.311098,32768,128
Enqueue Exec Time,0.24576,32768,128
Add Kernel Exec Time,0.285696,32768,128
Shutdown Kernel Exec Time,0.013312,32768,128
Total Exec Time,1.22392,32768,256
Memory Setup Time,0.336307,32768,256
Enqueue Exec Time,0.248831,32768,256
Add Kernel Exec Time,0.249856,32768,256
Shutdown Kernel Exec Time,0.018431,32768,256
Total Exec Time,0.91603,32768,512
Memory Setup Time,0.255684,32768,512
Enqueue Exec Time,0.2304,32768,512
Add Kernel Exec Time,0.244735,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,0.980623,32768,1024
Memory Setup Time,0.25188,32768,1024
Enqueue Exec Time,0.262144,32768,1024
Add Kernel Exec Time,0.246783,32768,1024
Shutdown Kernel Exec Time,0.055297,32768,1024
Total Exec Time,4.08329,32768,32
Memory Setup Time,0.617074,32768,32
Enqueue Exec Time,0.59392,32768,32
Add Kernel Exec Time,0.313344,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.19707,32768,64
Memory Setup Time,0.407817,32768,64
Enqueue Exec Time,0.326656,32768,64
Add Kernel Exec Time,0.297983,32768,64
Shutdown Kernel Exec Time,0.009216,32768,64
Total Exec Time,1.03151,32768,128
Memory Setup Time,0.301655,32768,128
Enqueue Exec Time,0.280577,32768,128
Add Kernel Exec Time,0.288767,32768,128
Shutdown Kernel Exec Time,0.013313,32768,128
Total Exec Time,1.20328,32768,256
Memory Setup Time,0.291437,32768,256
Enqueue Exec Time,0.278528,32768,256
Add Kernel Exec Time,0.250881,32768,256
Shutdown Kernel Exec Time,0.018432,32768,256
Total Exec Time,1.00324,32768,512
Memory Setup Time,0.292442,32768,512
Enqueue Exec Time,0.268287,32768,512
Add Kernel Exec Time,0.246783,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.03222,32768,1024
Memory Setup Time,0.257011,32768,1024
Enqueue Exec Time,0.302081,32768,1024
Add Kernel Exec Time,0.244737,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,3.70494,32768,32
Memory Setup Time,0.637732,32768,32
Enqueue Exec Time,0.446464,32768,32
Add Kernel Exec Time,0.352256,32768,32
Shutdown Kernel Exec Time,0.009217,32768,32
Total Exec Time,1.20978,32768,64
Memory Setup Time,0.411496,32768,64
Enqueue Exec Time,0.328704,32768,64
Add Kernel Exec Time,0.304129,32768,64
Shutdown Kernel Exec Time,0.01024,32768,64
Total Exec Time,1.04772,32768,128
Memory Setup Time,0.318918,32768,128
Enqueue Exec Time,0.280577,32768,128
Add Kernel Exec Time,0.285696,32768,128
Shutdown Kernel Exec Time,0.013311,32768,128
Total Exec Time,1.22144,32768,256
Memory Setup Time,0.295259,32768,256
Enqueue Exec Time,0.268288,32768,256
Add Kernel Exec Time,0.261119,32768,256
Shutdown Kernel Exec Time,0.018432,32768,256
Total Exec Time,1.01062,32768,512
Memory Setup Time,0.306559,32768,512
Enqueue Exec Time,0.263168,32768,512
Add Kernel Exec Time,0.242688,32768,512
Shutdown Kernel Exec Time,0.030719,32768,512
Total Exec Time,1.07833,32768,1024
Memory Setup Time,0.288723,32768,1024
Enqueue Exec Time,0.294913,32768,1024
Add Kernel Exec Time,0.249856,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.10968,32768,32
Memory Setup Time,0.595116,32768,32
Enqueue Exec Time,0.473088,32768,32
Add Kernel Exec Time,0.32768,32768,32
Shutdown Kernel Exec Time,0.009215,32768,32
Total Exec Time,1.11473,32768,64
Memory Setup Time,0.375499,32768,64
Enqueue Exec Time,0.277504,32768,64
Add Kernel Exec Time,0.299008,32768,64
Shutdown Kernel Exec Time,0.010239,32768,64
Total Exec Time,0.991885,32768,128
Memory Setup Time,0.290352,32768,128
Enqueue Exec Time,0.243712,32768,128
Add Kernel Exec Time,0.297985,32768,128
Shutdown Kernel Exec Time,0.012287,32768,128
Total Exec Time,1.23918,32768,256
Memory Setup Time,0.273649,32768,256
Enqueue Exec Time,0.241665,32768,256
Add Kernel Exec Time,0.252929,32768,256
Shutdown Kernel Exec Time,0.018432,32768,256
Total Exec Time,0.950024,32768,512
Memory Setup Time,0.277596,32768,512
Enqueue Exec Time,0.23552,32768,512
Add Kernel Exec Time,0.243713,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,0.990011,32768,1024
Memory Setup Time,0.251099,32768,1024
Enqueue Exec Time,0.269312,32768,1024
Add Kernel Exec Time,0.247809,32768,1024
Shutdown Kernel Exec Time,0.055295,32768,1024
Total Exec Time,4.2187,32768,32
Memory Setup Time,0.639689,32768,32
Enqueue Exec Time,0.492545,32768,32
Add Kernel Exec Time,0.323585,32768,32
Shutdown Kernel Exec Time,0.008191,32768,32
Total Exec Time,1.32365,32768,64
Memory Setup Time,0.550667,32768,64
Enqueue Exec Time,0.286721,32768,64
Add Kernel Exec Time,0.302079,32768,64
Shutdown Kernel Exec Time,0.009215,32768,64
Total Exec Time,1.02822,32768,128
Memory Setup Time,0.337028,32768,128
Enqueue Exec Time,0.24576,32768,128
Add Kernel Exec Time,0.287744,32768,128
Shutdown Kernel Exec Time,0.013313,32768,128
Total Exec Time,1.6106,32768,256
Memory Setup Time,0.303577,32768,256
Enqueue Exec Time,0.250881,32768,256
Add Kernel Exec Time,0.254976,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,1.07258,32768,512
Memory Setup Time,0.363469,32768,512
Enqueue Exec Time,0.236544,32768,512
Add Kernel Exec Time,0.27136,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.09867,32768,1024
Memory Setup Time,0.332929,32768,1024
Enqueue Exec Time,0.274432,32768,1024
Add Kernel Exec Time,0.250881,32768,1024
Shutdown Kernel Exec Time,0.054272,32768,1024
Total Exec Time,3.85221,32768,32
Memory Setup Time,0.644509,32768,32
Enqueue Exec Time,0.446463,32768,32
Add Kernel Exec Time,0.3072,32768,32
Shutdown Kernel Exec Time,0.008191,32768,32
Total Exec Time,1.15729,32768,64
Memory Setup Time,0.447781,32768,64
Enqueue Exec Time,0.267265,32768,64
Add Kernel Exec Time,0.27648,32768,64
Shutdown Kernel Exec Time,0.01024,32768,64
Total Exec Time,0.960051,32768,128
Memory Setup Time,0.30699,32768,128
Enqueue Exec Time,0.229375,32768,128
Add Kernel Exec Time,0.263169,32768,128
Shutdown Kernel Exec Time,0.012288,32768,128
Total Exec Time,1.9664,32768,256
Memory Setup Time,0.307834,32768,256
Enqueue Exec Time,0.321536,32768,256
Add Kernel Exec Time,0.258048,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,1.04868,32768,512
Memory Setup Time,0.359163,32768,512
Enqueue Exec Time,0.241664,32768,512
Add Kernel Exec Time,0.248833,32768,512
Shutdown Kernel Exec Time,0.029697,32768,512
Total Exec Time,1.08727,32768,1024
Memory Setup Time,0.3211,32768,1024
Enqueue Exec Time,0.270336,32768,1024
Add Kernel Exec Time,0.258048,32768,1024
Shutdown Kernel Exec Time,0.054272,32768,1024
Total Exec Time,4.2306,32768,32
Memory Setup Time,0.653426,32768,32
Enqueue Exec Time,0.505856,32768,32
Add Kernel Exec Time,0.32768,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.31974,32768,64
Memory Setup Time,0.554529,32768,64
Enqueue Exec Time,0.285696,32768,64
Add Kernel Exec Time,0.305152,32768,64
Shutdown Kernel Exec Time,0.009217,32768,64
Total Exec Time,1.18651,32768,128
Memory Setup Time,0.444766,32768,128
Enqueue Exec Time,0.247808,32768,128
Add Kernel Exec Time,0.321535,32768,128
Shutdown Kernel Exec Time,0.012288,32768,128
Total Exec Time,2.16318,32768,256
Memory Setup Time,0.412006,32768,256
Enqueue Exec Time,0.344065,32768,256
Add Kernel Exec Time,0.265216,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,1.17608,32768,512
Memory Setup Time,0.455842,32768,512
Enqueue Exec Time,0.264191,32768,512
Add Kernel Exec Time,0.25088,32768,512
Shutdown Kernel Exec Time,0.029695,32768,512
Total Exec Time,1.25273,32768,1024
Memory Setup Time,0.413549,32768,1024
Enqueue Exec Time,0.284672,32768,1024
Add Kernel Exec Time,0.29696,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.08464,32768,32
Memory Setup Time,0.615925,32768,32
Enqueue Exec Time,0.571393,32768,32
Add Kernel Exec Time,0.331776,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.34327,32768,64
Memory Setup Time,0.538635,32768,64
Enqueue Exec Time,0.327679,32768,64
Add Kernel Exec Time,0.303104,32768,64
Shutdown Kernel Exec Time,0.009216,32768,64
Total Exec Time,1.07443,32768,128
Memory Setup Time,0.343339,32768,128
Enqueue Exec Time,0.274431,32768,128
Add Kernel Exec Time,0.290817,32768,128
Shutdown Kernel Exec Time,0.012287,32768,128
Total Exec Time,1.8301,32768,256
Memory Setup Time,0.315731,32768,256
Enqueue Exec Time,0.372736,32768,256
Add Kernel Exec Time,0.307201,32768,256
Shutdown Kernel Exec Time,0.017407,32768,256
Total Exec Time,1.08769,32768,512
Memory Setup Time,0.362655,32768,512
Enqueue Exec Time,0.274432,32768,512
Add Kernel Exec Time,0.246784,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,1.10667,32768,1024
Memory Setup Time,0.315121,32768,1024
Enqueue Exec Time,0.302079,32768,1024
Add Kernel Exec Time,0.252929,32768,1024
Shutdown Kernel Exec Time,0.055297,32768,1024
Total Exec Time,4.32114,32768,32
Memory Setup Time,0.653137,32768,32
Enqueue Exec Time,0.564225,32768,32
Add Kernel Exec Time,0.377857,32768,32
Shutdown Kernel Exec Time,0.008191,32768,32
Total Exec Time,1.29156,32768,64
Memory Setup Time,0.517805,32768,64
Enqueue Exec Time,0.297984,32768,64
Add Kernel Exec Time,0.303104,32768,64
Shutdown Kernel Exec Time,0.01024,32768,64
Total Exec Time,1.11958,32768,128
Memory Setup Time,0.391194,32768,128
Enqueue Exec Time,0.251904,32768,128
Add Kernel Exec Time,0.306175,32768,128
Shutdown Kernel Exec Time,0.013312,32768,128
Total Exec Time,1.45243,32768,256
Memory Setup Time,0.344955,32768,256
Enqueue Exec Time,0.252928,32768,256
Add Kernel Exec Time,0.257023,32768,256
Shutdown Kernel Exec Time,0.018432,32768,256
Total Exec Time,1.15359,32768,512
Memory Setup Time,0.433204,32768,512
Enqueue Exec Time,0.247808,32768,512
Add Kernel Exec Time,0.24576,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,1.24856,32768,1024
Memory Setup Time,0.451096,32768,1024
Enqueue Exec Time,0.275455,32768,1024
Add Kernel Exec Time,0.277504,32768,1024
Shutdown Kernel Exec Time,0.054272,32768,1024
Total Exec Time,3.86679,32768,32
Memory Setup Time,0.608464,32768,32
Enqueue Exec Time,0.31744,32768,32
Add Kernel Exec Time,0.141313,32768,32
Shutdown Kernel Exec Time,0.008191,32768,32
Total Exec Time,1.07003,32768,64
Memory Setup Time,0.516306,32768,64
Enqueue Exec Time,0.200704,32768,64
Add Kernel Exec Time,0.181247,32768,64
Shutdown Kernel Exec Time,0.010241,32768,64
Total Exec Time,0.848139,32768,128
Memory Setup Time,0.328882,32768,128
Enqueue Exec Time,0.177152,32768,128
Add Kernel Exec Time,0.172032,32768,128
Shutdown Kernel Exec Time,0.012289,32768,128
Total Exec Time,1.59135,32768,256
Memory Setup Time,0.308202,32768,256
Enqueue Exec Time,0.25088,32768,256
Add Kernel Exec Time,0.154624,32768,256
Shutdown Kernel Exec Time,0.018432,32768,256
Total Exec Time,0.879781,32768,512
Memory Setup Time,0.343276,32768,512
Enqueue Exec Time,0.195583,32768,512
Add Kernel Exec Time,0.150528,32768,512
Shutdown Kernel Exec Time,0.029695,32768,512
Total Exec Time,0.924483,32768,1024
Memory Setup Time,0.296726,32768,1024
Enqueue Exec Time,0.235521,32768,1024
Add Kernel Exec Time,0.151551,32768,1024
Shutdown Kernel Exec Time,0.054273,32768,1024
Total Exec Time,4.10255,32768,32
Memory Setup Time,0.619926,32768,32
Enqueue Exec Time,0.473087,32768,32
Add Kernel Exec Time,0.327681,32768,32
Shutdown Kernel Exec Time,0.007169,32768,32
Total Exec Time,1.25595,32768,64
Memory Setup Time,0.497293,32768,64
Enqueue Exec Time,0.285696,32768,64
Add Kernel Exec Time,0.299008,32768,64
Shutdown Kernel Exec Time,0.009216,32768,64
Total Exec Time,1.03315,32768,128
Memory Setup Time,0.331481,32768,128
Enqueue Exec Time,0.24576,32768,128
Add Kernel Exec Time,0.284671,32768,128
Shutdown Kernel Exec Time,0.012288,32768,128
Total Exec Time,1.25143,32768,256
Memory Setup Time,0.328055,32768,256
Enqueue Exec Time,0.245759,32768,256
Add Kernel Exec Time,0.249856,32768,256
Shutdown Kernel Exec Time,0.018431,32768,256
Total Exec Time,1.04534,32768,512
Memory Setup Time,0.32289,32768,512
Enqueue Exec Time,0.280575,32768,512
Add Kernel Exec Time,0.241664,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.03352,32768,1024
Memory Setup Time,0.290169,32768,1024
Enqueue Exec Time,0.263168,32768,1024
Add Kernel Exec Time,0.256001,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.22126,32768,32
Memory Setup Time,0.690592,32768,32
Enqueue Exec Time,0.438272,32768,32
Add Kernel Exec Time,0.319488,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.31904,32768,64
Memory Setup Time,0.542598,32768,64
Enqueue Exec Time,0.286721,32768,64
Add Kernel Exec Time,0.308225,32768,64
Shutdown Kernel Exec Time,0.009215,32768,64
Total Exec Time,1.06234,32768,128
Memory Setup Time,0.335814,32768,128
Enqueue Exec Time,0.247808,32768,128
Add Kernel Exec Time,0.313344,32768,128
Shutdown Kernel Exec Time,0.012288,32768,128
Total Exec Time,1.49718,32768,256
Memory Setup Time,0.32891,32768,256
Enqueue Exec Time,0.251903,32768,256
Add Kernel Exec Time,0.249856,32768,256
Shutdown Kernel Exec Time,0.017409,32768,256
Total Exec Time,1.07559,32768,512
Memory Setup Time,0.369158,32768,512
Enqueue Exec Time,0.241664,32768,512
Add Kernel Exec Time,0.244737,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,1.09257,32768,1024
Memory Setup Time,0.335521,32768,1024
Enqueue Exec Time,0.270336,32768,1024
Add Kernel Exec Time,0.249856,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,3.79415,32768,32
Memory Setup Time,0.604856,32768,32
Enqueue Exec Time,0.481281,32768,32
Add Kernel Exec Time,0.31232,32768,32
Shutdown Kernel Exec Time,0.008193,32768,32
Total Exec Time,1.23554,32768,64
Memory Setup Time,0.444083,32768,64
Enqueue Exec Time,0.330752,32768,64
Add Kernel Exec Time,0.294911,32768,64
Shutdown Kernel Exec Time,0.010239,32768,64
Total Exec Time,1.08237,32768,128
Memory Setup Time,0.324875,32768,128
Enqueue Exec Time,0.290815,32768,128
Add Kernel Exec Time,0.299009,32768,128
Shutdown Kernel Exec Time,0.013311,32768,128
Total Exec Time,1.2232,32768,256
Memory Setup Time,0.303291,32768,256
Enqueue Exec Time,0.270337,32768,256
Add Kernel Exec Time,0.252928,32768,256
Shutdown Kernel Exec Time,0.017408,32768,256
Total Exec Time,1.0277,32768,512
Memory Setup Time,0.319607,32768,512
Enqueue Exec Time,0.263167,32768,512
Add Kernel Exec Time,0.243713,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.13231,32768,1024
Memory Setup Time,0.3116,32768,1024
Enqueue Exec Time,0.308224,32768,1024
Add Kernel Exec Time,0.269313,32768,1024
Shutdown Kernel Exec Time,0.055297,32768,1024
Total Exec Time,4.08247,32768,32
Memory Setup Time,0.591539,32768,32
Enqueue Exec Time,0.464897,32768,32
Add Kernel Exec Time,0.318463,32768,32
Shutdown Kernel Exec Time,0.009215,32768,32
Total Exec Time,1.17211,32768,64
Memory Setup Time,0.407235,32768,64
Enqueue Exec Time,0.279552,32768,64
Add Kernel Exec Time,0.316415,32768,64
Shutdown Kernel Exec Time,0.010239,32768,64
Total Exec Time,1.03197,32768,128
Memory Setup Time,0.338238,32768,128
Enqueue Exec Time,0.247808,32768,128
Add Kernel Exec Time,0.283648,32768,128
Shutdown Kernel Exec Time,0.013311,32768,128
Total Exec Time,1.17346,32768,256
Memory Setup Time,0.299176,32768,256
Enqueue Exec Time,0.248833,32768,256
Add Kernel Exec Time,0.250879,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,0.973054,32768,512
Memory Setup Time,0.296748,32768,512
Enqueue Exec Time,0.233471,32768,512
Add Kernel Exec Time,0.24576,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.06522,32768,1024
Memory Setup Time,0.30451,32768,1024
Enqueue Exec Time,0.270335,32768,1024
Add Kernel Exec Time,0.247809,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,3.81056,32768,32
Memory Setup Time,0.634403,32768,32
Enqueue Exec Time,0.433152,32768,32
Add Kernel Exec Time,0.327679,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.24096,32768,64
Memory Setup Time,0.481268,32768,64
Enqueue Exec Time,0.290815,32768,64
Add Kernel Exec Time,0.301057,32768,64
Shutdown Kernel Exec Time,0.009217,32768,64
Total Exec Time,1.07742,32768,128
Memory Setup Time,0.354309,32768,128
Enqueue Exec Time,0.248833,32768,128
Add Kernel Exec Time,0.305153,32768,128
Shutdown Kernel Exec Time,0.012288,32768,128
Total Exec Time,1.30734,32768,256
Memory Setup Time,0.350498,32768,256
Enqueue Exec Time,0.257025,32768,256
Add Kernel Exec Time,0.253952,32768,256
Shutdown Kernel Exec Time,0.017409,32768,256
Total Exec Time,1.05313,32768,512
Memory Setup Time,0.355381,32768,512
Enqueue Exec Time,0.239616,32768,512
Add Kernel Exec Time,0.249856,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.09989,32768,1024
Memory Setup Time,0.320918,32768,1024
Enqueue Exec Time,0.273408,32768,1024
Add Kernel Exec Time,0.267263,32768,1024
Shutdown Kernel Exec Time,0.053247,32768,1024
Total Exec Time,3.8782,32768,32
Memory Setup Time,0.60935,32768,32
Enqueue Exec Time,0.474112,32768,32
Add Kernel Exec Time,0.320512,32768,32
Shutdown Kernel Exec Time,0.008192,32768,32
Total Exec Time,1.32336,32768,64
Memory Setup Time,0.523446,32768,64
Enqueue Exec Time,0.293888,32768,64
Add Kernel Exec Time,0.329727,32768,64
Shutdown Kernel Exec Time,0.009216,32768,64
Total Exec Time,1.06329,32768,128
Memory Setup Time,0.360888,32768,128
Enqueue Exec Time,0.252929,32768,128
Add Kernel Exec Time,0.282623,32768,128
Shutdown Kernel Exec Time,0.013311,32768,128
Total Exec Time,1.27613,32768,256
Memory Setup Time,0.326043,32768,256
Enqueue Exec Time,0.246785,32768,256
Add Kernel Exec Time,0.248831,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,1.02629,32768,512
Memory Setup Time,0.343195,32768,512
Enqueue Exec Time,0.233473,32768,512
Add Kernel Exec Time,0.248831,32768,512
Shutdown Kernel Exec Time,0.030721,32768,512
Total Exec Time,1.11942,32768,1024
Memory Setup Time,0.339354,32768,1024
Enqueue Exec Time,0.279553,32768,1024
Add Kernel Exec Time,0.260097,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.13779,32768,32
Memory Setup Time,0.635001,32768,32
Enqueue Exec Time,0.428031,32768,32
Add Kernel Exec Time,0.320512,32768,32
Shutdown Kernel Exec Time,0.009215,32768,32
Total Exec Time,1.28742,32768,64
Memory Setup Time,0.525278,32768,64
Enqueue Exec Time,0.2816,32768,64
Add Kernel Exec Time,0.311296,32768,64
Shutdown Kernel Exec Time,0.01024,32768,64
Total Exec Time,1.05939,32768,128
Memory Setup Time,0.359179,32768,128
Enqueue Exec Time,0.247808,32768,128
Add Kernel Exec Time,0.283648,32768,128
Shutdown Kernel Exec Time,0.013311,32768,128
Total Exec Time,1.26754,32768,256
Memory Setup Time,0.323163,32768,256
Enqueue Exec Time,0.246785,32768,256
Add Kernel Exec Time,0.247809,32768,256
Shutdown Kernel Exec Time,0.018433,32768,256
Total Exec Time,0.981982,32768,512
Memory Setup Time,0.319178,32768,512
Enqueue Exec Time,0.233472,32768,512
Add Kernel Exec Time,0.241665,32768,512
Shutdown Kernel Exec Time,0.03072,32768,512
Total Exec Time,1.00804,32768,1024
Memory Setup Time,0.273042,32768,1024
Enqueue Exec Time,0.263169,32768,1024
Add Kernel Exec Time,0.249856,32768,1024
Shutdown Kernel Exec Time,0.055296,32768,1024
Total Exec Time,4.26993,65536,32
Memory Setup Time,0.765271,65536,32
Enqueue Exec Time,0.721921,65536,32
Add Kernel Exec Time,0.435201,65536,32
Shutdown Kernel Exec Time,0.009217,65536,32
Total Exec Time,1.48478,65536,64
Memory Setup Time,0.597555,65536,64
Enqueue Exec Time,0.331777,65536,64
Add Kernel Exec Time,0.376832,65536,64
Shutdown Kernel Exec Time,0.011263,65536,64
Total Exec Time,1.3377,65536,128
Memory Setup Time,0.446264,65536,128
Enqueue Exec Time,0.348159,65536,128
Add Kernel Exec Time,0.369665,65536,128
Shutdown Kernel Exec Time,0.014337,65536,128
Total Exec Time,1.54116,65536,256
Memory Setup Time,0.431478,65536,256
Enqueue Exec Time,0.325632,65536,256
Add Kernel Exec Time,0.346113,65536,256
Shutdown Kernel Exec Time,0.017409,65536,256
Total Exec Time,1.35318,65536,512
Memory Setup Time,0.425744,65536,512
Enqueue Exec Time,0.3328,65536,512
Add Kernel Exec Time,0.38912,65536,512
Shutdown Kernel Exec Time,0.030719,65536,512
Total Exec Time,1.40332,65536,1024
Memory Setup Time,0.420917,65536,1024
Enqueue Exec Time,0.348161,65536,1024
Add Kernel Exec Time,0.386049,65536,1024
Shutdown Kernel Exec Time,0.054272,65536,1024
Total Exec Time,4.67384,65536,32
Memory Setup Time,0.796542,65536,32
Enqueue Exec Time,0.699393,65536,32
Add Kernel Exec Time,0.439295,65536,32
Shutdown Kernel Exec Time,0.009215,65536,32
Total Exec Time,1.56545,65536,64
Memory Setup Time,0.62949,65536,64
Enqueue Exec Time,0.345088,65536,64
Add Kernel Exec Time,0.416768,65536,64
Shutdown Kernel Exec Time,0.009217,65536,64
Total Exec Time,1.40088,65536,128
Memory Setup Time,0.468334,65536,128
Enqueue Exec Time,0.345088,65536,128
Add Kernel Exec Time,0.415744,65536,128
Shutdown Kernel Exec Time,0.013312,65536,128
Total Exec Time,1.6377,65536,256
Memory Setup Time,0.454557,65536,256
Enqueue Exec Time,0.362495,65536,256
Add Kernel Exec Time,0.37376,65536,256
Shutdown Kernel Exec Time,0.017409,65536,256
Total Exec Time,1.33568,65536,512
Memory Setup Time,0.442234,65536,512
Enqueue Exec Time,0.326657,65536,512
Add Kernel Exec Time,0.362497,65536,512
Shutdown Kernel Exec Time,0.031744,65536,512
Total Exec Time,1.44198,65536,1024
Memory Setup Time,0.4638,65536,1024
Enqueue Exec Time,0.342016,65536,1024
Add Kernel Exec Time,0.386049,65536,1024
Shutdown Kernel Exec Time,0.055296,65536,1024
Total Exec Time,4.66149,65536,32
Memory Setup Time,0.729959,65536,32
Enqueue Exec Time,0.722945,65536,32
Add Kernel Exec Time,0.446465,65536,32
Shutdown Kernel Exec Time,0.009216,65536,32
Total Exec Time,1.43761,65536,64
Memory Setup Time,0.53526,65536,64
Enqueue Exec Time,0.338944,65536,64
Add Kernel Exec Time,0.385024,65536,64
Shutdown Kernel Exec Time,0.010241,65536,64
Total Exec Time,1.3432,65536,128
Memory Setup Time,0.444757,65536,128
Enqueue Exec Time,0.351232,65536,128
Add Kernel Exec Time,0.369664,65536,128
Shutdown Kernel Exec Time,0.013312,65536,128
Total Exec Time,1.50211,65536,256
Memory Setup Time,0.4132,65536,256
Enqueue Exec Time,0.335872,65536,256
Add Kernel Exec Time,0.343039,65536,256
Shutdown Kernel Exec Time,0.018433,65536,256
Total Exec Time,1.32471,65536,512
